gender,SeniorCitizen,Partner,Dependents,tenure,PaperlessBilling,MonthlyCharges,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_Yes,OnlineBackup_Yes,DeviceProtection_Yes,TechSupport_Yes,StreamingTV_Yes,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,tenure_MonthlyCharges_interaction,tenure_FiberOptic_interaction,MonthlyCharges_FiberOptic_interaction,tenure_squared,Is_Electronic_Check
0,0,1,1,1.5322605130033284,1,0.5264010391336954,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0.8065835262684813,0.0,0.0,2.347822279709223,0
1,0,0,0,0.880734693482843,0,0.6526976111463211,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0.5748534304899389,0.880734693482843,0.6526976111463211,0.7756936003043173,1
0,0,1,0,0.18848851024232702,0,0.11095178909216456,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0.020913137434702966,0.0,0.0,0.035527918493371814,0
0,0,1,1,1.5729808767233588,0,0.21065960910213194,0,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0.3313635366156716,0.0,0.0,2.4742688385373866,0
1,0,1,1,-0.7888002190384014,1,-0.00038860991896550476,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0.0003065355892004856,-0.0,-0.0,0.6222057855550299,1
1,0,1,0,1.5729808767233588,1,1.3091074262119398,0,1,1,0,0,1,0,1,1,1,0,1,1,0,0,2.0592009470079167,1.5729808767233588,1.3091074262119398,2.4742688385373866,0
1,0,0,0,-1.1552834925186746,1,-0.46402997296531395,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.536086167800714,-0.0,-0.0,1.3346799480861464,0
1,0,0,0,-1.0331224013585834,0,-1.3713711350560172,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1.4167942402029186,-0.0,-0.0,1.0673418961889258,0
1,0,1,0,1.4508197855632678,1,0.8654076271675846,0,1,0,0,1,1,1,1,1,1,0,1,1,0,0,1.2555505080720915,0.0,0.0,2.1048780501818465,0
1,1,0,0,-0.015113308357824713,1,0.5430190091353566,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,-0.00820681372922308,-0.015113308357824713,0.5430190091353566,0.00022841208951869432,0
1,0,0,0,-1.2774445836787656,1,-0.0651986929254444,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0.083287717140544,-0.0,-0.0,1.6318646643702146,0
1,0,0,0,-1.1552834925186746,0,-1.4976677070686424,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1.7302307792546965,-0.0,-0.0,1.3346799480861464,0
0,0,0,0,-0.2594354906780068,1,-0.3327480099521901,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0.08632664323407674,-0.0,-0.0,0.06730677382333816,0
0,0,0,0,0.3920903288424788,0,0.30372024111143525,0,0,0,0,1,1,1,1,0,1,1,0,1,0,0,0.1190857692134996,0.0,0.0,0.15373482597180316,0
1,0,0,0,-0.055833672077855064,0,-1.4744025490663168,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.08232130843532234,-0.0,-0.0,0.003117398937697452,0
1,0,1,1,1.4915401492832983,0,1.0299255301840309,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1.5361752790413694,1.4915401492832983,1.0299255301840309,2.2246920169240436,0
0,0,0,0,1.3286586944031769,1,0.8338334841644282,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,1.107880108419561,1.3286586944031769,0.8338334841644282,1.7653339262131544,1
0,1,1,0,-0.0965540357978854,1,0.8404806721650927,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,-0.08115180090765915,-0.0965540357978854,0.8404806721650927,0.009322681828859336,1
1,0,1,0,1.125056875803025,1,0.9850570111795457,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,1.1082451634855253,1.125056875803025,0.9850570111795457,1.2657529737916633,1
0,0,0,0,-1.2367242199587352,1,0.7125223031523015,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,-0.8811935895692314,-1.2367242199587352,0.7125223031523015,1.529486796232542,0
0,0,0,0,-0.9516816739185228,0,-1.479387940066815,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.4079063911776617,-0.0,-0.0,0.9056980084723615,0
0,0,0,0,0.47353105628253944,1,-0.5221928679711283,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,-0.24727454035357704,0.0,-0.0,0.22423166126405752,1
1,0,0,1,1.5729808767233588,1,0.4034280611214026,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0.6345846252775487,0.0,0.0,2.4742688385373866,0
1,1,0,0,-0.4223169455581282,1,0.8554368451665879,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,-0.36126547556863486,-0.4223169455581282,0.8554368451665879,0.17835160250554702,0
0,0,1,0,0.9621754209229036,1,1.1047063951915064,0,1,1,0,1,0,0,0,1,1,1,0,0,1,0,1.0629213407896112,0.9621754209229036,1.1047063951915064,0.9257815406281668,1
1,0,1,1,1.6137012404433893,0,-1.303237458049206,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,-2.1030359026462935,0.0,-0.0,2.6040316934085332,0
1,0,0,0,-1.2774445836787656,0,-1.4893587220678117,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.902573232660254,-0.0,-0.0,1.6318646643702146,0
0,0,1,1,-0.5037576729981889,1,-1.303237458049206,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6565158692309429,-0.0,-0.0,0.25377179310455017,0
0,0,1,1,0.880734693482843,0,0.1724382780983114,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0.1518723740056255,0.0,0.0,0.7756936003043173,0
0,0,0,0,-0.38159658183809786,1,0.47654712912871167,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,-0.18184875556027502,-0.38159658183809786,0.47654712912871167,0.14561595127052013,0
1,0,1,1,0.025607055362205634,1,0.30372024111143525,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0.007777381028762966,0.0,0.0,0.0006557212843230643,0
1,0,0,0,0.7178532386027215,0,-1.3248408190513656,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,-0.951041272589105,0.0,-0.0,0.5153132721724158,0
1,0,1,0,1.6137012404433893,1,1.4919050962302134,0,1,1,0,1,1,1,0,1,1,0,1,0,1,0,2.4074891044105096,1.6137012404433893,1.4919050962302134,2.6040316934085332,1
0,0,0,0,-0.5444780367182193,0,-0.21808401694072754,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0.1187419573835102,-0.0,-0.0,0.29645633246852654,1
0,0,1,0,1.5322605130033284,1,1.5201556452330371,0,1,1,0,0,1,1,1,1,1,0,1,0,1,0,2.3292744688096794,1.5322605130033284,1.5201556452330371,2.347822279709223,1
1,0,0,0,-0.4223169455581282,1,0.48485611412954227,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,-0.2047629531543715,-0.4223169455581282,0.48485611412954227,0.17835160250554702,1
0,0,1,0,1.0843365120829946,0,0.9501592741760567,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,1.0302923932833752,1.0843365120829946,0.9501592741760567,1.1757856714363144,1
1,0,0,1,-0.055833672077855064,1,0.4881797081298748,0,1,0,0,0,1,0,1,1,1,1,0,0,0,1,-0.027256865738786426,-0.0,0.0,0.003117398937697452,0
0,0,0,0,-0.13727439951791576,1,-0.3161300399505289,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0.043396561403783576,-0.0,-0.0,0.01884426076300435,1
1,0,0,0,-1.1960038562387048,1,-0.49394231896830415,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.5907569182455801,-0.0,-0.0,1.4304252241378523,0
1,0,0,0,1.4915401492832983,1,1.3057838322116073,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1.9476290120286182,1.4915401492832983,1.3057838322116073,2.2246920169240436,0
0,0,1,0,1.5729808767233588,0,1.478610720228884,0,1,1,0,0,1,1,1,1,1,0,1,0,1,0,2.325826387038187,1.5729808767233588,1.478610720228884,2.4742688385373866,1
0,0,0,0,-0.13727439951791576,1,0.46989994112804756,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,-0.0645052322518567,-0.13727439951791576,0.46989994112804756,0.01884426076300435,1
1,1,0,0,0.8400143297628127,1,-0.3427187919531868,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,-0.287888696319677,0.0,-0.0,0.7056240742068673,1
0,0,0,0,-1.2774445836787656,0,-1.156999322034587,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.478002517253087,-0.0,-0.0,1.6318646643702146,0
1,0,1,1,-0.5037576729981889,1,0.8454660631655913,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,-0.425910016579238,-0.5037576729981889,0.8454660631655913,0.25377179310455017,1
0,0,0,1,-0.8702409464784621,0,-1.4976677070686424,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1.3033317629096435,-0.0,-0.0,0.7573193049277295,0
1,0,1,1,0.6771328748826912,0,-0.17155370093607614,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,-0.11616465071161068,0.0,-0.0,0.4585089302468984,0
1,0,1,0,0.6771328748826912,1,0.9983513871808745,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0.6760165449449083,0.6771328748826912,0.9983513871808745,0.4585089302468984,1
1,0,0,0,1.0843365120829946,0,-1.5093002860698053,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,-1.6365894078827987,0.0,-0.0,1.1757856714363144,0
1,0,0,0,-0.9924020376385531,0,1.1994288242009752,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,-1.1903156091394616,-0.9924020376385531,1.1994288242009752,0.984861804309152,1
0,1,0,0,-0.8702409464784621,1,1.0099839661820376,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,-0.8789294026583274,-0.8702409464784621,1.0099839661820376,0.7573193049277295,0
1,0,1,0,-0.8702409464784621,1,0.5230774451333633,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,-0.45520341093439387,-0.8702409464784621,0.5230774451333633,0.7573193049277295,0
1,0,0,0,-0.5037576729981889,1,0.6809481601491449,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,-0.3430328605891313,-0.5037576729981889,0.6809481601491449,0.25377179310455017,1
1,0,0,0,-0.9109613101984924,1,0.2455573461056209,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,-0.2236932417372411,-0.0,0.0,0.8298505086785538,0
1,0,1,1,1.4100994218432374,1,0.15249671409631763,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,0.21503552838021095,0.0,0.0,1.9883803794826325,0
1,0,0,0,1.3286586944031769,1,1.503537675231376,0,1,1,0,1,0,1,1,1,1,1,0,1,0,0,1.9976884045589078,1.3286586944031769,1.503537675231376,1.7653339262131544,0
1,0,0,0,-1.1960038562387048,1,-0.8179927340006982,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.9783224642400761,-0.0,-0.0,1.4304252241378523,0
0,0,0,0,-0.7888002190384014,1,-1.1004982240289392,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.8680732401653989,-0.0,-0.0,0.6222057855550299,1
1,0,0,0,0.6364125111626608,0,0.46989994112804756,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0.2990502015284872,0.0,0.0,0.4050208843643639,0
1,0,0,0,1.5729808767233588,1,0.719169491152966,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1.1312398567064843,1.5729808767233588,0.719169491152966,2.4742688385373866,0
1,0,0,0,-0.9516816739185228,1,0.3003966471111027,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,-0.285881983962206,-0.9516816739185228,0.3003966471111027,0.9056980084723615,1
0,0,1,1,0.7178532386027215,0,-1.4694171580658184,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,-1.0548258657759548,0.0,-0.0,0.5153132721724158,0
0,0,1,0,1.2064976032430856,1,1.3140928172124378,0,0,1,0,1,0,1,1,1,1,1,0,0,1,0,1.5854498344057604,1.2064976032430856,1.3140928172124378,1.4556364666313102,1
0,0,1,1,-0.055833672077855064,1,0.544680806135523,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,-0.03041152951687254,-0.0,0.0,0.003117398937697452,0
0,0,0,0,-0.5037576729981889,0,-1.3248408190513656,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.6673987280983306,-0.0,-0.0,0.25377179310455017,0
1,0,1,0,1.4915401492832983,0,-1.491020519067978,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,-2.2239169675951125,0.0,-0.0,2.2246920169240436,0
1,0,0,0,0.06632741908223598,1,-1.3198554280508674,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.08754260410429385,0.0,-0.0,0.004399326522110562,0
1,1,1,0,0.47353105628253944,0,0.785641371159611,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0.3720255883444732,0.47353105628253944,0.785641371159611,0.22423166126405752,0
1,0,0,0,-0.9109613101984924,1,0.31202922611226586,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,-0.2842465526394513,-0.9109613101984924,0.31202922611226586,0.8298505086785538,0
1,0,1,1,1.6137012404433893,1,-0.3094828519498643,1,0,0,0,1,1,1,1,0,1,0,1,1,0,0,-0.49941286208745383,0.0,-0.0,2.6040316934085332,0
0,0,0,0,0.8400143297628127,0,-1.4926823160681442,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,-1.253874535280785,0.0,-0.0,0.7056240742068673,0
1,1,0,0,-1.1552834925186746,1,0.9966895901807084,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,-1.151459030700975,-1.1552834925186746,0.9966895901807084,1.3346799480861464,1
1,0,0,0,-1.1960038562387048,0,-0.7781096059967111,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0.9306220893484456,-0.0,-0.0,1.4304252241378523,0
1,0,0,0,1.4100994218432374,1,0.7989357471609396,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1.1265788351615358,0.0,0.0,1.9883803794826325,0
0,0,0,0,0.10704778280226633,1,0.720831288153132,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0.07716339117129434,0.10704778280226633,0.720831288153132,0.011459227802881188,1
0,0,1,1,0.880734693482843,1,1.3074456292117733,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1.1515127254893138,0.880734693482843,1.3074456292117733,0.7756936003043173,0
0,0,0,0,-1.2774445836787656,1,1.0249401391835322,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,-1.3093042293949633,-1.2774445836787656,1.0249401391835322,1.6318646643702146,1
0,0,0,0,-1.1960038562387048,1,0.5230774451333633,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,-0.625602641490992,-1.1960038562387048,0.5230774451333633,1.4304252241378523,1
1,0,0,0,-1.2774445836787656,1,0.33695618111475767,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,-0.43044284850212833,-1.2774445836787656,0.33695618111475767,1.6318646643702146,1
0,1,0,0,-0.055833672077855064,1,0.2920876621102721,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,-0.016308326744252262,-0.055833672077855064,0.2920876621102721,0.003117398937697452,0
1,0,1,0,0.3920903288424788,1,1.4470365772257276,0,1,1,0,0,0,1,1,1,1,1,0,0,1,0,0.5673690474115305,0.3920903288424788,1.4470365772257276,0.15373482597180316,1
0,0,1,1,1.5729808767233588,0,0.7474200401557899,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1.1756774300448625,0.0,0.0,2.4742688385373866,0
1,0,0,0,-0.3408762181180675,1,1.0382345151848615,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,-0.3539094550558609,-0.3408762181180675,1.0382345151848615,0.11619659607847634,1
0,0,1,1,-0.7888002190384014,1,-0.05356611392428149,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0.0422529623965092,-0.0,-0.0,0.6222057855550299,0
1,0,0,0,-1.2774445836787656,0,-1.328164413051698,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6966564356877785,-0.0,-0.0,1.6318646643702146,0
0,0,0,0,0.22920887396235737,0,0.11261358609233106,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0.025812033261086192,0.0,0.0,0.052536707903091825,0
1,0,1,1,-1.1552834925186746,0,-1.504314895069307,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1.7379101658235325,-0.0,-0.0,1.3346799480861464,0
0,0,1,1,1.4508197855632678,1,0.8072447321617703,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,1.171166629212017,0.0,0.0,2.1048780501818465,0
0,0,1,0,1.1657772395230555,0,-1.3115464430500368,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,-1.5289709918851542,0.0,-0.0,1.3590365721899953,0
1,0,1,1,-0.6666391278783103,0,-0.017006579920626735,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0.01133725160647939,-0.0,-0.0,0.4444077268183541,0
0,0,1,0,-1.2774445836787656,0,0.466576347127715,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,-0.5960254275109231,-1.2774445836787656,0.466576347127715,1.6318646643702146,1
1,0,1,0,0.5549717837226001,0,0.0295237360840249,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0.016384840476706592,0.0,0.0,0.30799368072824446,0
1,1,1,1,1.6137012404433893,1,1.3074456292117733,0,0,1,0,1,0,1,1,1,1,0,1,1,0,0,2.109826633671326,1.6137012404433893,1.3074456292117733,2.6040316934085332,0
1,0,0,0,-1.1552834925186746,0,0.4350022041245586,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,-0.5025508656343415,-1.1552834925186746,0.4350022041245586,1.3346799480861464,1
1,0,0,0,-1.1145631287986442,0,-1.4893587220678117,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.6599843171714506,-0.0,-0.0,1.242250968077423,0
0,0,1,0,1.125056875803025,1,1.3755793062185846,0,1,1,0,0,1,1,0,1,1,0,0,0,1,0,1.5476049566735735,1.125056875803025,1.3755793062185846,1.2657529737916633,1
1,0,1,0,-0.9109613101984924,1,0.1774236690988095,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-0.16162609806247527,-0.9109613101984924,0.1774236690988095,0.8298505086785538,1
1,0,0,0,-1.2774445836787656,0,-1.481049737066981,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.8919589647750747,-0.0,-0.0,1.6318646643702146,0
0,1,1,0,0.26992923768238775,0,1.141265929195161,0,0,1,0,1,1,0,0,1,1,1,0,0,0,1,0.3080610422605317,0.26992923768238775,1.141265929195161,0.07286179335579497,0
0,0,0,0,1.6137012404433893,1,0.27380789510844483,0,0,0,0,1,1,1,1,0,1,0,1,1,0,0,0.44184413997969085,0.0,0.0,2.6040316934085332,0
0,0,1,1,0.6771328748826912,1,1.435403998224565,0,1,1,0,0,1,1,1,1,1,0,1,0,0,0,0.9719592359359092,0.6771328748826912,1.435403998224565,0.4585089302468984,0
1,0,0,1,1.2064976032430856,0,-0.28621769394753876,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,-0.34532096175346855,0.0,-0.0,1.4556364666313102,0
0,0,0,1,-1.2774445836787656,1,0.2937494591104381,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,-0.37524865549919617,-1.2774445836787656,0.2937494591104381,1.6318646643702146,0
0,0,1,0,0.06632741908223598,1,1.0930738161903437,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0.07250076509427592,0.06632741908223598,1.0930738161903437,0.004399326522110562,1
1,0,0,0,-1.1960038562387048,0,-1.46443176706532,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.7514660406085834,-0.0,-0.0,1.4304252241378523,0
0,0,0,0,0.6364125111626608,1,1.4171242312227377,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0.9018755906219177,0.6364125111626608,1.4171242312227377,0.4050208843643639,0
0,1,1,0,0.43281069256250915,0,-0.30615925794953225,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,-0.13250900046756095,0.0,-0.0,0.1873250955964388,0
0,0,0,0,-1.0738427650786138,1,0.4748853321285456,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,-0.5099521781481933,-1.0738427650786138,0.4748853321285456,1.1531382841116828,1
1,0,0,0,-1.1552834925186746,1,-0.31446824295036285,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.3632999700019063,-0.0,-0.0,1.3346799480861464,0
0,0,0,0,-0.30015585439803716,0,-0.12336158793125872,1,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0.03702770282540555,-0.0,-0.0,0.09009353692941569,1
0,1,0,0,-0.30015585439803716,1,1.2642389072074542,0,1,1,0,1,1,0,0,1,1,0,0,0,0,1,-0.3794687093560942,-0.30015585439803716,1.2642389072074542,0.09009353692941569,0
0,0,0,0,0.758573602322752,0,-1.3231790220511994,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,-1.0037286772752745,0.0,-0.0,0.5754339101409166,0
0,1,0,0,-1.2367242199587352,1,0.6327560471443273,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,-0.7825447288287408,-1.2367242199587352,0.6327560471443273,1.529486796232542,0
0,0,0,0,1.369379058123207,1,1.3224018022132684,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1.8108693343752371,1.369379058123207,1.3224018022132684,1.8751990048264016,0
1,0,1,1,1.6137012404433893,1,0.8188773111629334,0,1,0,0,1,1,1,1,1,1,0,1,0,0,1,1.3214233327945728,0.0,0.0,2.6040316934085332,0
0,0,0,0,-0.9516816739185228,0,-0.6518130339840859,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.6203185192638858,-0.0,-0.0,0.9056980084723615,1
1,0,1,1,-0.62591876415828,1,0.8188773111629334,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,-0.5125506746003585,-0.62591876415828,0.8188773111629334,0.3917742993254285,1
0,0,0,0,0.5549717837226001,0,-0.3028356639492,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,-0.16806524859670544,0.0,-0.0,0.30799368072824446,0
1,0,1,1,-1.2774445836787656,1,0.12424616509349373,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-0.15871759064154128,-1.2774445836787656,0.12424616509349373,1.6318646643702146,1
1,0,0,0,-0.8702409464784621,1,0.4898415051300408,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,-0.42628013504880113,-0.8702409464784621,0.4898415051300408,0.7573193049277295,0
1,0,1,0,0.758573602322752,1,0.6144762801425001,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0.4661254853695808,0.0,0.0,0.5754339101409166,0
0,0,1,0,1.2064976032430856,0,0.5396954151350245,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,0.6511412248416892,0.0,0.0,1.4556364666313102,0
1,1,1,0,-0.38159658183809786,1,-1.462769970065154,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0.5581880205922795,-0.0,-0.0,0.14561595127052013,1
0,0,1,1,-0.1779947632379461,1,0.6011819041411709,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,-0.10700723069054532,-0.1779947632379461,0.6011819041411709,0.03168213574013249,0
0,0,1,0,-1.1960038562387048,1,0.3319707901142591,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,-0.3970383451352636,-1.1960038562387048,0.3319707901142591,1.4304252241378523,0
1,0,1,0,0.6364125111626608,0,-1.5126238800701375,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,-0.9626527619600437,0.0,-0.0,0.4050208843643639,0
0,1,1,0,1.369379058123207,1,1.3689321182179202,0,1,1,0,0,0,1,1,1,1,1,0,1,0,0,1.8745869746798622,1.369379058123207,1.3689321182179202,1.8751990048264016,0
0,0,1,1,-0.3408762181180675,0,0.4599291591270504,0,1,0,0,1,0,1,0,1,1,0,1,1,0,0,-0.1567789123654518,-0.0,0.0,0.11619659607847634,0
1,0,0,0,-0.5444780367182193,0,0.16080569909714826,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,-0.087555171337516,-0.0,0.0,0.29645633246852654,0
1,0,1,0,-1.1145631287986442,1,0.6859335511496436,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,-0.7645162449173116,-1.1145631287986442,0.6859335511496436,1.242250968077423,1
1,0,1,1,-0.9109613101984924,0,-0.36764574695567864,1,0,0,0,1,1,1,1,0,1,0,1,1,0,0,0.3349110513356484,-0.0,-0.0,0.8298505086785538,0
0,0,0,0,-1.1145631287986442,1,0.5978583101408388,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,-0.6663508287288434,-1.1145631287986442,0.5978583101408388,1.242250968077423,1
1,1,1,0,1.3286586944031769,1,0.9285559131738974,0,1,1,0,1,1,0,0,1,0,0,1,1,0,0,1.2337338872779802,1.3286586944031769,0.9285559131738974,1.7653339262131544,0
0,1,1,0,1.6137012404433893,1,0.642726829145324,0,1,0,0,1,1,1,0,1,1,0,1,1,0,0,1.0371690814580556,0.0,0.0,2.6040316934085332,0
0,0,0,0,-1.0331224013585834,1,0.4964886931307054,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,-0.5129335908945791,-1.0331224013585834,0.4964886931307054,1.0673418961889258,1
0,0,0,0,0.5142514200025698,1,0.7474200401557899,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0.38436181698849275,0.5142514200025698,0.7474200401557899,0.2644545229746595,1
1,0,1,0,-0.9516816739185228,1,0.13920233809498894,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,-0.13247631413161123,-0.0,0.0,0.9056980084723615,0
0,0,1,1,1.5322605130033284,0,0.5297246331340278,0,1,0,0,1,1,1,1,1,0,0,1,0,1,0,0.8116761381164455,0.0,0.0,2.347822279709223,1
1,0,0,1,-0.0965540357978854,0,-0.00869759491979612,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0.0008397878912415009,-0.0,-0.0,0.009322681828859336,0
1,0,1,1,1.4508197855632678,1,1.6597465932469917,0,1,1,0,1,1,1,1,1,1,0,1,0,0,0,2.407993196503965,1.4508197855632678,1.6597465932469917,2.1048780501818465,0
0,0,0,0,-0.055833672077855064,0,-1.4561227820644893,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0.0813006819188827,-0.0,-0.0,0.003117398937697452,0
1,0,0,1,-0.055833672077855064,0,-1.3215172250510334,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0737851593887364,-0.0,-0.0,0.003117398937697452,0
1,0,0,0,-1.2774445836787656,1,0.15249671409631763,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-0.1948061014511502,-1.2774445836787656,0.15249671409631763,1.6318646643702146,1
1,0,0,0,-1.2774445836787656,1,0.53304822713436,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,-0.6809395705923565,-1.2774445836787656,0.53304822713436,1.6318646643702146,1
0,1,0,0,-1.1145631287986442,0,0.5297246331340278,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,-0.590411544507576,-1.1145631287986442,0.5297246331340278,1.242250968077423,1
0,0,1,1,0.10704778280226633,1,-0.32610082195152557,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,-0.03490836995990743,0.0,-0.0,0.011459227802881188,0
0,0,1,0,1.5729808767233588,0,0.7706851981581158,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,1.2122730786764684,0.0,0.0,2.4742688385373866,0
