Churn,gender,SeniorCitizen,Partner,Dependents,tenure,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges
False,Female,False,Yes,No,16,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.6
True,Female,False,No,No,24,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),54.15
False,Female,False,No,No,15,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.6
False,Male,False,Yes,Yes,39,No,DSL,Yes,Yes,Yes,No,No,No,One year,No,Electronic check,59.8
True,Male,False,No,No,5,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.7
False,Male,False,Yes,No,41,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,19.75
False,Female,True,No,No,2,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),56.55
False,Female,True,Yes,No,69,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),105.4
False,Female,False,Yes,No,69,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),105.35
False,Female,False,Yes,Yes,70,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,106.5
False,Female,False,Yes,Yes,55,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.15
True,Female,True,No,No,5,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,84.85
False,Male,False,Yes,No,70,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.85
False,Male,False,No,Yes,41,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Mailed check,70.2
False,Female,False,No,No,25,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.9
False,Male,False,Yes,Yes,23,No,DSL,Yes,No,No,Yes,No,No,One year,No,Credit card (automatic),57.2
False,Female,False,No,No,27,No,DSL,Yes,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),52.85
False,Female,False,No,No,65,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),111.05
False,Male,False,Yes,Yes,22,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.25
False,Female,False,No,No,52,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),49.75
False,Male,False,No,No,38,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),95.1
False,Female,False,No,No,3,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.15
False,Male,True,Yes,No,13,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),70.45
False,Male,False,No,No,51,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.75
False,Male,False,Yes,Yes,40,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,81.2
False,Male,False,No,No,18,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.25
False,Male,False,Yes,Yes,23,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.65
True,Female,False,No,No,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),80.15
True,Female,False,No,No,16,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,88.45
False,Male,False,Yes,No,72,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Mailed check,68.15
False,Female,False,Yes,Yes,32,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.85
False,Male,False,No,No,36,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),79.2
False,Female,False,No,No,68,No,DSL,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),54.45
False,Female,False,Yes,Yes,64,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,24.9
True,Female,False,Yes,Yes,66,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),102.45
False,Male,False,Yes,Yes,26,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.05
True,Male,False,Yes,Yes,17,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,92.55
True,Male,False,No,Yes,6,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,94.5
False,Female,False,No,No,26,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,80.7
False,Male,False,Yes,Yes,59,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),99.5
False,Female,False,Yes,Yes,44,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),56.25
True,Female,False,Yes,Yes,4,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,97.95
True,Male,False,No,No,3,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,79.25
False,Female,False,No,No,13,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.3
False,Female,False,No,No,29,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,No,Credit card (automatic),39.5
False,Female,False,Yes,No,72,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),65.5
False,Female,False,Yes,No,34,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.45
False,Male,False,No,No,46,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Mailed check,38.25
False,Female,True,Yes,No,62,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),79.95
False,Female,True,No,No,63,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),83.0
True,Female,False,No,No,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.1
False,Male,False,No,Yes,24,No phone service,DSL,Yes,No,No,Yes,No,No,Two year,No,Mailed check,35.75
False,Male,False,Yes,Yes,70,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),90.15
False,Female,False,No,No,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.75
True,Female,False,Yes,No,16,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.95
False,Male,True,No,No,1,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.85
False,Male,True,Yes,No,41,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,53.95
True,Female,False,No,No,1,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.65
False,Female,False,No,No,56,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),44.85
False,Male,False,No,No,35,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,59.6
False,Female,False,Yes,Yes,19,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.2
False,Female,False,No,No,13,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.3
False,Female,False,No,No,18,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,35.2
False,Male,False,No,No,62,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.4
False,Female,False,No,No,7,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,53.65
False,Female,False,No,No,48,No phone service,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,44.8
False,Female,False,Yes,Yes,6,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,94.05
False,Male,True,No,No,64,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.05
True,Male,False,No,No,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,71.55
True,Male,False,No,No,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.65
True,Female,False,Yes,Yes,1,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),44.35
False,Male,False,No,No,10,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),45.8
False,Female,False,No,No,1,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),44.15
False,Female,False,Yes,No,33,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05
False,Female,False,Yes,No,68,Yes,DSL,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),58.25
False,Female,False,No,No,26,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),87.15
True,Male,False,Yes,No,9,No phone service,DSL,No,No,No,No,No,No,One year,No,Bank transfer (automatic),24.1
False,Male,False,No,No,1,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.35
False,Male,False,Yes,Yes,71,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,85.45
True,Male,True,No,No,3,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.9
False,Male,False,No,No,71,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),53.95
False,Female,False,Yes,Yes,6,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.85
True,Female,False,No,No,2,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),69.75
False,Male,False,Yes,No,72,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,64.7
True,Female,True,No,No,3,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.3
False,Male,False,No,No,59,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,111.35
False,Female,False,No,No,57,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),74.3
False,Male,False,Yes,Yes,35,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.5
False,Male,False,Yes,No,43,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),66.25
True,Male,False,Yes,Yes,49,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,84.5
False,Male,True,Yes,No,67,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.65
True,Male,False,Yes,No,47,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),83.35
False,Male,False,No,No,46,No phone service,DSL,Yes,No,No,No,No,No,One year,Yes,Bank transfer (automatic),30.75
False,Male,False,No,No,5,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,78.75
False,Male,False,Yes,No,72,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),97.95
False,Female,False,No,No,48,No,DSL,Yes,Yes,No,No,No,No,Two year,No,Credit card (automatic),55.5
True,Female,False,No,Yes,12,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,78.3
True,Female,True,No,No,43,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),108.15
False,Male,False,No,No,5,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,24.3
False,Male,False,Yes,Yes,72,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.75
False,Female,False,Yes,No,3,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.6
False,Male,True,No,No,1,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,46.3
False,Female,False,Yes,No,38,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.25
False,Male,False,No,No,51,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),81.15
False,Male,False,No,No,57,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Mailed check,54.65
False,Male,False,Yes,No,65,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,99.35
False,Female,False,Yes,No,56,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),109.8
False,Female,False,Yes,No,17,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,92.6
False,Female,False,No,No,5,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.6
False,Female,False,Yes,Yes,29,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,26.1
False,Female,True,Yes,No,46,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Electronic check,100.25
False,Female,False,No,No,22,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),76.0
False,Male,False,No,No,9,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,19.9
False,Male,False,No,No,52,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),63.9
True,Female,False,No,No,3,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),80.1
True,Female,False,Yes,Yes,25,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),58.6
True,Male,True,No,No,9,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.45
False,Female,True,No,No,64,No phone service,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,43.85
False,Male,False,Yes,No,63,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),99.7
False,Female,False,No,No,50,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.7
True,Female,False,Yes,Yes,22,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,55.15
False,Male,False,No,No,15,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.7
False,Male,False,No,Yes,57,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.6
False,Female,False,Yes,No,17,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),75.4
False,Male,False,No,No,6,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,59.45
True,Male,False,No,No,2,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.25
False,Female,False,No,No,42,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.65
False,Male,False,Yes,No,69,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),99.5
True,Female,False,No,Yes,15,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),69.0
False,Male,True,No,No,6,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.7
False,Male,False,Yes,Yes,56,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,52.0
True,Female,True,No,No,1,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,85.0
False,Male,False,Yes,Yes,4,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.5
False,Female,False,No,No,45,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),89.3
False,Male,False,Yes,No,22,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),95.9
False,Female,False,Yes,Yes,72,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),99.9
True,Female,True,No,No,5,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,28.45
True,Female,False,No,Yes,18,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.0
False,Male,False,Yes,No,66,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,No,Mailed check,96.6
False,Female,True,Yes,No,23,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.1
False,Male,False,Yes,Yes,62,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),94.95
False,Female,False,No,No,23,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,44.95
False,Male,False,Yes,Yes,69,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),95.2
False,Male,False,Yes,Yes,61,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.4
False,Female,False,Yes,Yes,70,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),80.6
False,Male,False,No,No,54,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,No,Electronic check,84.4
False,Female,False,Yes,No,37,Yes,DSL,Yes,No,Yes,Yes,No,No,One year,No,Credit card (automatic),68.1
False,Female,False,Yes,Yes,71,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Mailed check,71.1
False,Male,False,Yes,Yes,13,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,64.75
False,Male,False,Yes,No,71,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),104.15
False,Male,False,No,No,4,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,50.8
False,Male,False,No,No,7,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,23.5
False,Male,False,Yes,No,68,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),90.8
False,Male,True,No,No,32,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),81.1
False,Male,False,No,No,1,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,62.8
False,Male,False,No,No,4,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.7
False,Female,False,No,No,26,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),54.75
True,Female,False,No,No,42,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),73.9
False,Male,False,No,No,31,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.4
False,Male,False,Yes,Yes,69,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),95.75
False,Female,False,No,No,65,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Electronic check,89.85
False,Female,True,Yes,No,30,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.05
True,Male,False,Yes,No,60,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,94.4
True,Female,False,No,No,2,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,86.2
False,Female,False,No,No,9,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.25
False,Female,False,No,No,44,No phone service,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,49.05
False,Male,False,No,Yes,71,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),76.9
True,Male,True,No,No,22,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),90.5
False,Female,False,Yes,No,56,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,98.0
False,Male,False,Yes,Yes,72,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.55
False,Male,False,No,No,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.95
False,Female,False,Yes,Yes,20,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),25.55
False,Female,False,Yes,Yes,54,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),69.95
False,Female,False,No,No,23,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,79.1
True,Male,False,Yes,Yes,33,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,73.9
False,Male,False,No,No,50,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.9
False,Male,False,Yes,No,72,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,109.65
False,Female,False,No,No,19,No,DSL,No,Yes,No,No,Yes,No,One year,No,Electronic check,58.2
False,Female,False,Yes,No,70,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,110.5
True,Male,False,No,No,22,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.35
False,Female,False,Yes,No,59,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,93.35
True,Male,False,No,Yes,31,Yes,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Mailed check,79.45
False,Female,False,No,No,29,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Electronic check,55.25
True,Male,False,No,No,3,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,49.9
True,Male,False,No,No,69,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),104.05
False,Female,False,Yes,No,71,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,109.25
True,Female,False,No,No,29,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,78.9
True,Male,True,No,No,53,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,54.45
True,Female,False,No,No,1,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),29.95
True,Male,False,Yes,Yes,20,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.2
False,Female,False,No,Yes,11,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.7
False,Male,False,Yes,Yes,49,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),59.6
False,Male,False,Yes,No,49,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,94.8
True,Male,False,No,No,59,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.35
True,Male,False,No,No,8,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,100.85
True,Female,True,No,No,11,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.15
True,Male,False,Yes,No,11,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.5
True,Male,False,No,No,20,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.25
True,Male,False,No,No,10,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),72.15
False,Male,False,Yes,Yes,67,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),69.35
False,Male,False,No,No,65,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),110.0
True,Male,False,No,No,3,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,40.15
False,Female,False,No,No,13,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,31.65
False,Male,False,No,No,48,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),78.9
False,Male,False,No,No,71,Yes,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),86.4
False,Male,False,No,No,9,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,73.8
False,Female,False,Yes,Yes,50,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.55
False,Female,False,Yes,No,62,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,104.3
False,Female,False,Yes,Yes,31,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,81.15
False,Female,False,No,No,20,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),24.9
False,Male,False,Yes,No,69,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.9
False,Male,False,No,No,34,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),25.05
True,Male,True,Yes,No,44,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Mailed check,88.4
True,Male,False,No,No,10,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.15
False,Male,False,Yes,Yes,72,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),55.45
False,Female,False,No,No,53,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.85
False,Male,True,No,No,4,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.75
False,Male,False,No,No,3,No phone service,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,41.35
False,Male,False,No,No,67,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),88.8
True,Female,False,No,No,35,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.45
False,Female,False,Yes,Yes,54,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.1
True,Female,False,No,No,1,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.6
