gender,SeniorCitizen,Partner,Dependents,tenure,PaperlessBilling,MonthlyCharges,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
0,0,0,0,50,1,109.65,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0
1,0,0,0,13,0,19.95,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
1,0,1,1,47,1,96.1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0
1,0,0,0,10,0,29.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,1,0,23,0,84.25,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,1,1,57,0,19.4,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
0,0,1,0,56,1,85.6,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,10,1,24.5,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
0,0,1,1,30,0,66.3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1,1,0,0,43,1,84.85,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,1,0,0,54,0,82.45,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0
0,0,1,1,9,1,75.85,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,0,0,0,27,1,81.3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,20,1,18.9,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0
1,0,1,0,7,1,69.35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,6,0,44.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,1,51,0,110.05,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0
1,0,0,0,2,0,70.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,0,0,1,0,20.05,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
0,0,0,0,1,1,70.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,38,0,84.1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0
1,0,0,0,11,1,75.9,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,56,1,106.8,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0
0,0,1,0,72,1,113.65,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
0,0,0,0,13,0,20.2,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
0,0,0,0,1,0,75.55,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,0,1,0,7,1,69.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,51,0,25.5,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
0,1,1,0,29,1,45.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
1,1,0,1,1,1,50.15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,1,0,20.6,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
1,0,0,0,26,0,75.0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0
1,0,0,0,3,1,105.35,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
1,0,0,1,1,1,75.35,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,1,67,0,106.7,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0
0,0,1,0,65,1,105.05,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
0,0,0,1,43,1,106.0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0
0,0,0,0,39,1,50.75,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
0,0,1,1,9,0,20.35,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
1,0,1,1,30,1,83.55,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,1,1,32,0,61.4,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,1,1,25,0,53.65,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
1,0,0,0,13,0,19.75,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
0,0,1,0,3,1,19.9,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
1,0,0,0,2,0,20.25,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
1,0,1,1,67,1,54.2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1,1,1,1,66,1,108.45,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0
0,0,1,1,4,0,50.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,1,50,1,80.05,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0
0,0,0,0,60,1,50.8,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
1,0,0,0,64,1,104.65,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0
0,0,0,0,59,0,24.45,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0
1,0,0,0,51,0,83.4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,1,1,45.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,10,0,64.9,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1
0,0,1,1,17,1,55.35,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,0,1,0,18,1,39.05,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1,0,0,0,1,0,20.65,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0
0,0,1,0,58,1,109.45,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0
0,0,1,0,59,1,100.05,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1
0,0,0,0,2,1,91.15,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0,0,0,24,0,56.35,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,0,1,0,47,0,19.65,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
0,0,1,0,3,1,91.5,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
0,0,1,0,55,0,56.8,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
1,1,1,1,43,1,110.75,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
0,0,0,1,1,0,45.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,11,1,73.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,60,0,53.6,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0
1,0,0,1,72,0,67.2,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
0,0,1,1,69,1,25.6,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
1,1,1,0,29,1,84.3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,0,1,1,71,0,89.9,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
0,0,1,0,48,1,105.1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0
1,0,1,0,36,1,95.0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,1,1,0,2,0,70.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,0,50,0,75.7,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0
0,0,0,0,3,1,75.3,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0
1,0,0,0,31,0,20.45,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
1,0,0,1,63,1,40.6,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1,0,1,1,54,0,46.0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0
0,0,1,1,56,0,65.2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,0,1,0,43,0,86.45,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0
1,0,0,0,25,1,105.5,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0
1,1,0,0,25,0,105.95,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1
0,0,1,0,62,1,72.0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0
1,0,1,1,49,1,90.4,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
1,0,0,0,1,1,45.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,8,0,29.35,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,1,1,1,69.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,1,0,72,1,114.5,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
0,0,1,1,63,1,50.65,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,0,0,54,0,89.4,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
0,0,1,1,33,1,103.7,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1
1,0,0,0,31,1,71.05,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
1,0,0,0,10,0,98.55,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
0,0,1,0,59,1,109.15,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0
0,0,0,1,9,0,93.0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
0,1,0,0,10,1,29.65,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,0,0,0,1,0,19.95,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0
1,0,0,0,4,1,19.95,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
1,1,0,0,38,0,94.75,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
0,0,0,0,16,0,75.1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,67,0,19.95,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
0,0,0,0,20,0,19.7,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
0,0,1,0,64,1,74.35,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1
1,0,1,1,28,0,92.9,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0
0,0,1,1,71,1,95.15,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0
0,0,0,0,21,1,104.55,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1
1,1,0,0,3,1,94.85,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
1,0,1,1,31,0,98.05,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
1,0,1,0,37,1,55.05,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,1,68,1,110.2,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0
0,0,0,0,34,0,85.35,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0,0,0,9,0,58.5,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1
0,0,1,1,28,0,49.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,1,3,0,29.65,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,1,11,0,20.9,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
0,0,0,0,2,1,75.8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,0,1,17,0,44.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,0,1,1,69,1,106.35,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0
1,0,1,0,37,0,94.3,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1
1,1,0,0,4,1,25.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,1,1,90.85,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
0,0,1,0,72,1,108.5,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0
1,0,1,1,8,1,94.75,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
0,0,1,1,49,1,35.8,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
1,0,0,0,27,0,19.85,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
1,0,0,0,4,0,65.55,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1,0,1,0,72,1,108.95,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0
1,0,1,0,2,1,64.2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
1,0,0,0,2,0,19.95,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
1,0,1,1,67,1,105.4,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0
0,0,0,0,9,0,66.25,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
0,0,0,0,4,1,46.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,22,1,78.85,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,48,0,75.15,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
0,0,0,0,47,1,20.55,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
0,0,1,0,66,0,66.9,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
0,0,0,1,37,0,20.3,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
1,1,1,0,1,1,95.1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
1,1,1,1,22,0,40.05,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,1,1,56,1,61.3,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0
0,0,0,0,72,1,112.75,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
1,0,0,0,10,1,95.1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
1,0,0,0,9,1,69.5,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1
0,0,0,0,35,0,19.25,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
1,1,0,0,1,1,69.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,54,0,74.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,1,1,85.7,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0,0,0,63,1,104.75,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0
0,1,0,0,53,1,96.75,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1
0,0,0,0,1,1,75.7,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,1,67,0,60.05,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
0,0,1,0,71,1,83.3,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
0,0,1,1,42,1,94.45,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
0,0,1,1,12,0,25.25,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
1,1,1,0,57,1,90.65,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
1,0,1,1,35,1,89.7,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
1,0,0,1,33,0,34.05,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
1,0,1,1,62,0,24.8,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
1,0,0,0,25,0,74.3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,26,0,85.9,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
0,0,0,1,39,0,30.1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,34,0,64.35,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0
0,0,1,1,49,1,87.2,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1
1,0,0,0,19,1,39.65,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1,0,0,0,17,1,55.5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,0,0,53,1,80.6,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1,0,1,1,1,1,48.75,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,0,70,0,67.95,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1
0,0,0,0,2,1,55.05,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
1,0,0,0,28,0,91.0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
1,0,0,0,27,0,20.3,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
1,0,1,1,72,1,90.8,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0
0,0,1,1,7,1,24.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,1,0,31,1,84.85,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,0,1,0,33,1,104.4,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
1,0,1,1,68,1,24.0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
1,0,0,0,32,0,91.05,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
1,0,0,0,4,0,19.0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
1,0,0,0,64,1,100.3,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0
1,0,0,0,26,1,85.75,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1,1,1,0,71,0,46.35,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0
1,0,0,0,13,1,80.85,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,0,0,0,41,1,98.8,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0
1,0,0,0,8,1,86.55,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,0,0,0,41,1,19.85,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
0,0,0,0,47,0,74.45,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1
0,0,1,0,29,1,74.95,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,0,0,8,1,29.4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,57,1,112.95,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0
0,0,0,0,42,0,59.65,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,57,1,87.55,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1,0,0,1,1,74.7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,1,45,0,20.35,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
1,0,0,0,54,1,79.85,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,33,1,94.5,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
0,0,1,0,52,0,35.45,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1,0,1,1,71,0,90.35,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
0,1,1,1,72,1,90.15,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
1,0,1,0,72,1,90.25,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
0,0,1,1,40,1,24.8,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
0,0,1,1,64,1,54.6,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0
0,0,1,1,26,1,20.25,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0
0,0,0,0,4,1,24.45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,1,52,1,20.85,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0
0,1,1,0,62,1,97.95,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0
1,0,1,1,42,0,73.15,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0
1,1,0,0,11,1,79.15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,0,1,1,68,1,113.15,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
0,0,1,1,41,1,94.3,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,1,1,72,1,64.8,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
1,0,0,0,1,1,80.85,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,1,0,0,2,1,69.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,0,0,2,1,85.55,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0,0,0,49,0,100.65,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0
1,1,0,0,36,1,90.85,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0,1,0,56,1,105.6,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0
1,0,1,0,72,1,104.8,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0
1,1,1,1,71,1,105.1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
1,1,0,0,11,1,78.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,1,1,0,11,1,104.05,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0
1,0,1,1,51,0,59.3,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0
0,0,1,1,29,1,87.8,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1,0,1,0,53,0,97.75,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
1,0,0,1,4,1,49.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,1,46,1,20.1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
0,0,1,0,72,0,24.55,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0
0,0,1,0,63,1,81.15,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
0,1,0,0,60,1,101.4,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
0,0,1,1,10,1,100.25,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
1,0,0,0,3,1,101.55,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
1,0,0,0,32,1,80.35,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,35,0,95.5,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
1,1,1,0,72,1,111.65,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
